USIP/N,ManufacturerName,ManufacturerP/N
27-000154-01,MURATA,LQP15MN2N2B02D
27-100069-01,MURATA,LQP15MN2N4B02D
27-000155-01,MURATA,LQP15MN2N7B02D
27-027201-01,MURATA,LQP15MN2N7B02D
27-196186-01,MURATA,LQP15MN2N8W02D
27-090768-01,MURATA,LQP15MN3N0B02D
27-000156-01,MURATA,LQP15MN3N3B02D
27-190847-01,MURATA,LQP15MN3N6B02D
27-191211-01,MURATA,LQP15MN3N8W02D
27-139201-01,MURATA,LQP15MN3N9B02D
27-100081-01,MURATA,LQP15MN4N3B02D
27-090261-01,MURATA,LQP15MN4N7B02D
27-197347-01,MURATA,LQP15MN5N1B02D
27-156205-01,MURATA,LQP15MN5N6B02D
27-139206-01,MURATA,LQP15MN6N2B02D
27-168209-01,MURATA,LQP15MN6N8B02D
27-190846-01,MURATA,LQP15MN7N5B02D
27-182218-02,MURATA,LQP15MN8N2B02D
27-192114-01,MURATA,LQP15MN9N1B02D
27-190126-01,MURATA,LQP15MN10NG02D
27-000236-01,MURATA,LQP15MN12NG02D
27-090995-01,MURATA,LQP15MN15NG02D
27-090996-01,MURATA,LQP15MN18NG02D
27-122005-01,MURATA,LQP15MN22NG02D
06-200202-03,MURATA,GRM1555C1ER20WA01D
06-200081-07,WALSIN,0402N0R2A500CT
06-200201-07,WALSIN,0402N0R2B500CT
06-200018-02,MURATA,GRM1555C1ER30WA01D
06-200088-05,WALSIN,0402N0R3A500CT
06-200022-09,WALSIN,0402N0R3B500CT
06-200401-03,MURATA,GRM1555C1ER40WA01D
06-200403-02,WALSIN,0402N0R4A500CT
06-200402-05,WALSIN,0402N0R4B500CT
06-205908-03,MURATA,GRM1555C1ER50WA01D
06-205910-04,WALSIN,0402N0R5A500CT
06-205904-20,WALSIN,0402N0R5B500CT
06-200102-01,MURATA,GRM1555C1ER60WA01D
06-200087-05,WALSIN,0402N0R6A500CT
06-200084-07,WALSIN,0402N0R6B500CT
06-200099-01,MURATA,GRM1555C1ER70WA01D
06-207903-02,WALSIN,0402N0R7A500CT
06-200211-01,WALSIN,0402N0R7B500CT
06-200100-01,MURATA,GRM1555C1ER80WA01D
06-200069-02,WALSIN,0402N0R8A500CT
06-200005-07,WALSIN,0402N0R8B500CT
06-200101-01,MURATA,GRM1555C1ER90WA01D
06-200079-02,WALSIN,0402N0R9A500CT
06-200072-04,WALSIN,0402N0R9B500CT
06-201111-01,MURATA,GRM1555C1E1R0WA01D
06-201023-14,WALSIN,0402N1R0B500CT
06-201112-01,MURATA,GRM1555C1E1R1WA01D
06-301006-01,WALSIN,0402N1R1B500CT
06-201113-01,MURATA,GRM1555C1E1R2WA01D
06-201021-14,WALSIN,0402N1R2B500CT
06-201114-01,MURATA,GRM1555C1E1R3WA01D
06-213906-06,WALSIN,0402N1R3B500CT
06-201115-01,MURATA,GRM1555C1E1R4WA01D
06-201103-02,WALSIN,0402N1R4B500CT
06-201116-01,MURATA,GRM1555C1E1R5WA01D
06-215909-14,WALSIN,0402N1R5B500CT
06-201117-01,MURATA,GRM1555C1E1R6WA01D
06-201089-03,WALSIN,0402N1R6B500CT
06-201118-01,MURATA,GRM1555C1E1R7WA01D
06-201110-01,WALSIN,0402N1R7B500CT
06-201119-01,MURATA,GRM1555C1E1R8WA01D
06-201013-16,WALSIN,0402N1R8B500CT
06-201120-01,MURATA,GRM1555C1E1R9WA01D
06-201122-01,WALSIN,0402N1R9B500CT
06-202100-01,MURATA,GRM1555C1E2R0WA01D
06-202005-04,WALSIN,0402N2R0B500CT
06-202101-01,MURATA,GRM1555C1E2R1WA01D
06-202084-02,WALSIN,0402N2R1B500CT
06-202102-01,MURATA,GRM1555C1E2R2WA01D
06-222902-05,MURATA,GRM1555C1E2R2BA01D
06-202003-16,WALSIN,0402N2R2B500CT
06-202103-01,MURATA,GRM1555C1E2R3WA01D
06-202064-01,WALSIN,0402N2R3B500CT
06-202104-01,MURATA,GRM1555C1E2R4WA01D
06-202055-02,WALSIN,0402N2R4B500CT
06-202105-01,MURATA,GRM1555C1E2R5WA01D
06-202067-01,WALSIN,0402N2R5B500CT
06-202106-01,MURATA,GRM1555C1E2R6WA01D
06-202068-01,WALSIN,0402N2R6B500CT
06-202107-01,MURATA,GRM1555C1E2R7WA01D
06-202078-04,MURATA,GRM1555C1E2R7BA01D
06-202074-06,WALSIN,0402N2R7B500CT
06-202108-01,MURATA,GRM1555C1E2R8WA01D
06-202069-01,WALSIN,0402N2R8B500CT
06-202109-01,MURATA,GRM1555C1E2R9WA01D
06-202086-01,WALSIN,0402N2R9B500CT
06-203080-01,MURATA,GRM1555C1E3R0WA01D
06-203006-03,WALSIN,0402N3R0B500CT
06-203081-01,MURATA,GRM1555C1E3R1WA01D
06-203073-01,WALSIN,0402N3R1B500CT
06-203082-01,MURATA,GRM1555C1E3R2WA01D
06-203074-01,WALSIN,0402N3R2B500CT
06-203083-01,MURATA,GRM1555C1E3R3WA01D
06-203007-09,WALSIN,0402N3R3B500CT
06-203084-01,MURATA,GRM1555C1E3R4WA01D
06-203075-01,WALSIN,0402N3R4B500CT
06-203085-01,MURATA,GRM1555C1E3R5WA01D
06-203076-01,WALSIN,0402N3R5B500CT
06-203086-01,MURATA,GRM1555C1E3R6WA01D
06-203043-04,WALSIN,0402N3R6B500CT
06-203087-01,MURATA,GRM1555C1E3R7WA01D
06-203077-01,WALSIN,0402N3R7B500CT
06-203088-01,MURATA,GRM1555C1E3R8WA01D
06-203078-01,WALSIN,0402N3R8B500CT
06-203089-01,MURATA,GRM1555C1E3R9WA01D
06-203014-08,WALSIN,0402N3R9B500CT
06-204100-01,MURATA,GRM1555C1E4R0WA01D
06-240908-04,WALSIN,0402N4R0B500CT
06-204101-01,MURATA,GRM1555C1E4R1WA01D
06-204103-01,WALSIN,0402N4R1B500CT
06-204102-01,MURATA,GRM1555C1E4R2WA01D
06-204104-01,WALSIN,0402N4R2B500CT
06-204093-01,MURATA,GRM1555C1E4R3WA01D
06-204025-02,WALSIN,0402N4R3B500CT
06-204094-01,MURATA,GRM1555C1E4R4WA01D
06-204105-01,WALSIN,0402N4R4B500CT
06-204095-01,MURATA,GRM1555C1E4R5WA01D
06-204106-01,WALSIN,0402N4R5B500CT
06-204096-01,MURATA,GRM1555C1E4R6WA01D
06-204107-01,WALSIN,0402N4R6B500CT
06-204097-01,MURATA,GRM1555C1E4R7WA01D
06-204011-14,WALSIN,0402N4R7B500CT
06-204098-01,MURATA,GRM1555C1E4R8WA01D
06-204108-01,WALSIN,0402N4R8B500CT
06-204099-01,MURATA,GRM1555C1E4R9WA01D
06-204109-01,WALSIN,0402N4R9B500CT
06-205090-01,MURATA,GRM1555C1E5R0WA01D
06-205069-10,WALSIN,0402N5R0B500CT
06-205091-01,MURATA,GRM1555C1E5R1WA01D
06-205083-04,WALSIN,0402N5R1B500CT
06-205092-01,MURATA,GRM1555C1E5R2WA01D
06-205052-01,WALSIN,0402N5R2B500CT
06-205093-01,MURATA,GRM1555C1E5R3WA01D
06-205053-01,WALSIN,0402N5R3B500CT
06-205094-01,MURATA,GRM1555C1E5R4WA01D
06-205054-01,WALSIN,0402N5R4B500CT
06-205095-01,MURATA,GRM1555C1E5R5WA01D
06-205055-01,WALSIN,0402N5R5B500CT
06-205096-01,MURATA,GRM1555C1E5R6WA01D
06-205068-07,WALSIN,0402N5R6B500CT
06-205097-01,MURATA,GRM1555C1E5R7WA01D
06-205056-01,WALSIN,0402N5R7B500CT
06-205098-01,MURATA,GRM1555C1E5R8WA01D
06-205057-01,WALSIN,0402N5R8B500CT
06-205099-01,MURATA,GRM1555C1E5R9WA01D
06-205058-01,WALSIN,0402N5R9B500CT
06-206060-01,MURATA,GRM1555C1E6R0WA01D
06-206013-06,WALSIN,0402N6R0B500CT
06-206061-01,MURATA,GRM1555C1E6R1WA01D
06-206056-01,WALSIN,0402N6R1B500CT
06-206062-01,MURATA,GRM1555C1E6R2WA01D
06-206058-01,WALSIN,0402N6R2B500CT
06-206063-01,MURATA,GRM1555C1E6R3WA01D
06-206057-01,WALSIN,0402N6R3B500CT
06-206064-01,MURATA,GRM1555C1E6R4WA01D
06-206059-01,WALSIN,0402N6R4B500CT
06-206065-01,MURATA,GRM1555C1E6R5WA01D
06-206070-01,WALSIN,0402N6R5B500CT
06-206066-01,MURATA,GRM1555C1E6R6WA01D
06-206072-01,WALSIN,0402N6R6B500CT
06-206067-01,MURATA,GRM1555C1E6R7WA01D
06-206073-01,WALSIN,0402N6R7B500CT
06-206068-01,MURATA,GRM1555C1E6R8WA01D
06-206086-15,WALSIN,0402N6R8B500CT
06-206069-01,MURATA,GRM1555C1E6R9WA01D
06-206074-01,WALSIN,0402N6R9B500CT
06-207050-01,MURATA,GRM1555C1E7R0WA01D
06-207011-05,WALSIN,0402N7R0B500CT
06-207051-01,MURATA,GRM1555C1E7R1WA01D
06-207806-01,WALSIN,0402N7R1B500CT
06-207052-01,MURATA,GRM1555C1E7R2WA01D
06-207807-01,WALSIN,0402N7R2B500CT
06-207053-01,MURATA,GRM1555C1E7R3WA01D
06-207808-01,WALSIN,0402N7R3B500CT
06-207054-01,MURATA,GRM1555C1E7R4WA01D
06-207809-01,WALSIN,0402N7R4B500CT
06-207055-01,MURATA,GRM1555C1E7R5WA01D
06-207007-05,WALSIN,0402N7R5B500CT
06-207056-01,MURATA,GRM1555C1E7R6WA01D
06-207811-01,WALSIN,0402N7R6B500CT
06-207057-01,MURATA,GRM1555C1E7R7WA01D
06-207812-01,WALSIN,0402N7R7B500CT
06-207058-01,MURATA,GRM1555C1E7R8WA01D
06-207042-02,WALSIN,0402N7R8B500CT
06-207059-01,MURATA,GRM1555C1E7R9WA01D
06-207814-01,WALSIN,0402N7R9B500CT
06-208070-01,MURATA,GRM1555C1E8R0WA01D
06-208013-03,WALSIN,0402N8R0B500CT
06-208071-01,MURATA,GRM1555C1E8R1WA01D
06-208067-01,WALSIN,0402N8R1B500CT
06-208072-01,MURATA,GRM1555C1E8R2WA01D
06-208004-07,WALSIN,0402N8R2B500CT
06-208073-01,MURATA,GRM1555C1E8R3WA01D
06-208069-01,WALSIN,0402N8R3B500CT
06-208074-01,MURATA,GRM1555C1E8R4WA01D
06-208068-01,WALSIN,0402N8R4B500CT
06-208075-01,MURATA,GRM1555C1E8R5WA01D
06-208081-01,WALSIN,0402N8R5B500CT
06-208076-01,MURATA,GRM1555C1E8R6WA01D
06-208082-01,WALSIN,0402N8R6B500CT
06-208077-01,MURATA,GRM1555C1E8R7WA01D
06-208083-01,WALSIN,0402N8R7B500CT
06-208078-01,MURATA,GRM1555C1E8R8WA01D
06-208084-01,WALSIN,0402N8R8B500CT
06-208079-01,MURATA,GRM1555C1E8R9WA01D
06-208085-01,WALSIN,0402N8R9B500CT
06-209060-01,MURATA,GRM1555C1E9R0WA01D
06-209048-02,WALSIN,0402N9R0B500CT
06-209061-01,MURATA,GRM1555C1E9R1WA01D
06-209018-02,WALSIN,0402N9R1B500CT
06-209062-01,MURATA,GRM1555C1E9R2WA01D
06-209071-01,WALSIN,0402N9R2B500CT
06-209063-01,MURATA,GRM1555C1E9R3WA01D
06-209072-01,WALSIN,0402N9R3B500CT
06-209064-01,MURATA,GRM1555C1E9R4WA01D
06-209073-01,WALSIN,0402N9R4B500CT
06-209065-01,MURATA,GRM1555C1E9R5WA01D
06-209074-01,WALSIN,0402N9R5B500CT
06-209066-01,MURATA,GRM1555C1E9R6WA01D
06-209075-01,WALSIN,0402N9R6B500CT
06-209067-01,MURATA,GRM1555C1E9R7WA01D
06-209076-01,WALSIN,0402N9R7B500CT
06-209068-01,MURATA,GRM1555C1E9R8WA01D
06-209077-01,WALSIN,0402N9R8B500CT
06-209069-01,MURATA,GRM1555C1E9R9WA01D
06-209078-01,WALSIN,0402N9R9B500CT
06-210026-10,MURATA,GRM1555C1E100JA01D
06-310002-01,WALSIN,0402N100J500CT
06-211013-01,MURATA,GRM1555C1E110JA01D
06-211002-04,WALSIN,0402N110J500CT
06-212021-03,MURATA,GRM1555C1E120JA01D
06-212008-25,WALSIN,0402N120J500CT
06-213015-01,MURATA,GRM1555C1E130JA01D
06-213012-03,WALSIN,0402N130J500CT
06-215027-06,MURATA,GRM1555C1E150JA01D
06-215008-37,WALSIN,0402N150J500CT
06-216011-01,MURATA,GRM1555C1E160JA01D
06-216003-07,WALSIN,0402N160J500CT
06-218017-04,MURATA,GRM1555C1E180JA01D
06-218005-31,WALSIN,0402N180J500CT
06-220014-01,MURATA,GRM1555C1E200JA01D
06-220005-10,WALSIN,0402N200J500CT
06-222030-09,MURATA,GRM1555C1E220JA01D
06-222018-33,WALSIN,0402N220J500CT
06-224011-01,MURATA,GRM1555C1E240JA01D
06-224005-09,WALSIN,0402N240J500CT
06-227019-05,MURATA,GRM1555C1E270JA01D
06-227009-31,WALSIN,0402N270J500CT
